Time (UTC), Site, BuoyID, Hsig (m), Tp (s), Tm (s), Dp (deg), DpSpr (deg), Dm (deg), DmSpr (deg), QF_waves, SST (degC), QF_sst, Bottom Temp (degC), QF_bott_temp, WindSpeed (m/s), WindDirec (deg), CurrmentMag (m/s), CurrentDir (deg), blank, blank, blank 
1611106399.000000,Tantabiddi,SPOT-0558,1.240000,6.820000,5.740000,223.192000,25.837000,232.727000,40.469000,4.000000,-9999.000000,4.000000,-9999.000000,4.000000,4.800000,274.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000 
1611108199.000000,Tantabiddi,SPOT-0558,1.230000,12.800000,5.940000,252.575000,26.329000,233.973000,43.032000,4.000000,27.720000,4.000000,-9999.000000,4.000000,3.200000,222.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000,-9999.000000 
