Time (UTC), Site, BuoyID, Hsig (m), Tp (s), Tm (s), Dp (deg), DpSpr (deg), Dm (deg), DmSpr (deg), QF_waves, SST (degC), QF_sst, Bottom Temp (degC), QF_bott_temp, WindSpeed (m/s), WindDirec (deg), CurrmentMag (m/s), CurrentDir (deg) 
1613097271,Hilarys,SPOT-0093,0.93,11.36,6.34,249.25,21.87,241.10,38.63,4,-9999.0,4,-9999.0,4,4.40,114.00,-9999.00,-9999.00 
1613099071,Hilarys,SPOT-0093,0.84,11.36,6.02,250.49,22.18,244.85,39.77,4,-9999.0,4,-9999.0,4,4.40,274.00,-9999.00,-9999.00 
