Time (UTC), Site, BuoyID, Hsig (m), Tp (s), Tm (s), Dp (deg), DpSpr (deg), Dm (deg), DmSpr (deg), QF_waves, SST (degC), QF_sst, Bottom Temp (degC), QF_bott_temp, WindSpeed (m/s), WindDirec (deg), CurrmentMag (m/s), CurrentDir (deg) 
1613055207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.80,285.00,-9999.00,-9999.00 
1613057007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,7.20,285.00,-9999.00,-9999.00 
1613058807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.80,291.00,-9999.00,-9999.00 
1613060607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,5.60,240.00,-9999.00,-9999.00 
1613062407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,7.20,297.00,-9999.00,-9999.00 
1613064207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.0,4,-9999.0,4,5.60,297.00,-9999.00,-9999.00 
1613066007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,8.40,297.00,-9999.00,-9999.00 
1613067807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.0,4,-9999.0,4,6.80,308.00,-9999.00,-9999.00 
1613069607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,4.80,320.00,-9999.00,-9999.00 
1613071407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,28.9,4,-9999.0,4,6.80,291.00,-9999.00,-9999.00 
1613073207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,7.60,291.00,-9999.00,-9999.00 
1613075007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.0,4,-9999.0,4,7.60,280.00,-9999.00,-9999.00 
1613076807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.40,268.00,-9999.00,-9999.00 
1613078607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.0,4,-9999.0,4,5.20,268.00,-9999.00,-9999.00 
1613080407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,274.00,-9999.00,-9999.00 
1613082207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.0,4,-9999.0,4,5.20,268.00,-9999.00,-9999.00 
1613084007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,268.00,-9999.00,-9999.00 
1613085807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.0,4,-9999.0,4,5.20,297.00,-9999.00,-9999.00 
1613087607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,280.00,-9999.00,-9999.00 
