Time (UTC), Site, BuoyID, Hsig (m), Tp (s), Tm (s), Dp (deg), DpSpr (deg), Dm (deg), DmSpr (deg), QF_waves, SST (degC), QF_sst, Bottom Temp (degC), QF_bott_temp, WindSpeed (m/s), WindDirec (deg), CurrmentMag (m/s), CurrentDir (deg) 
1612761807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.4,4,-9999.0,4,4.80,291.00,-9999.00,-9999.00 
1612763607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.60,354.00,-9999.00,-9999.00 
1612765407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.5,4,-9999.0,4,5.20,320.00,-9999.00,-9999.00 
1612767207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.60,302.00,-9999.00,-9999.00 
1612769007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.4,4,-9999.0,4,6.00,57.00,-9999.00,-9999.00 
1612770807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,302.00,-9999.00,-9999.00 
1612772607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.4,4,-9999.0,4,6.40,308.00,-9999.00,-9999.00 
1612774407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.40,291.00,-9999.00,-9999.00 
1612776207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.2,4,-9999.0,4,7.20,320.00,-9999.00,-9999.00 
1612778007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.60,314.00,-9999.00,-9999.00 
1612779807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.2,4,-9999.0,4,5.60,314.00,-9999.00,-9999.00 
1612781607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,308.00,-9999.00,-9999.00 
1612783407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,6.80,302.00,-9999.00,-9999.00 
1612785207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.40,302.00,-9999.00,-9999.00 
1612787007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,6.40,354.00,-9999.00,-9999.00 
1612788807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,308.00,-9999.00,-9999.00 
1612790607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,6.40,302.00,-9999.00,-9999.00 
1612792407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,331.00,-9999.00,-9999.00 
1612794207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.2,4,-9999.0,4,7.20,314.00,-9999.00,-9999.00 
1612796007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,302.00,-9999.00,-9999.00 
1612797807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,6.00,302.00,-9999.00,-9999.00 
1612799607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.60,308.00,-9999.00,-9999.00 
1612801407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,4.80,314.00,-9999.00,-9999.00 
1612803207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.60,285.00,-9999.00,-9999.00 
1612805007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,5.20,297.00,-9999.00,-9999.00 
1612806807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,291.00,-9999.00,-9999.00 
1612808607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,5.60,280.00,-9999.00,-9999.00 
1612810407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,268.00,-9999.00,-9999.00 
1612812207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,4.80,280.00,-9999.00,-9999.00 
1612814007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.20,268.00,-9999.00,-9999.00 
1612815807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.2,4,-9999.0,4,5.60,251.00,-9999.00,-9999.00 
1612817607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,262.00,-9999.00,-9999.00 
1612819407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,6.40,257.00,-9999.00,-9999.00 
1612821207,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,257.00,-9999.00,-9999.00 
1612823007,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.2,4,-9999.0,4,5.20,257.00,-9999.00,-9999.00 
1612824807,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,5.60,262.00,-9999.00,-9999.00 
1612826607,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29.1,4,-9999.0,4,6.00,262.00,-9999.00,-9999.00 
1612828407,Dampier,SPOT-0561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,-9999.0,4,-9999.0,4,6.00,257.00,-9999.00,-9999.00 
